id,section,section_title_he,source_lessons,section_goal_he,node_title_he,skill_he,explain_he,exercise,items_he,trap_feedback_he,pass_rule,node_source
4.c.11.4,11,השלמת משפט,L7 · דפוס P10 · טקסטים THE JOB REVOLUTION · THE WATER CRISIS,השלמה שמתאימה גם בתוכן וגם בדקדוק לפתיח שניתן.,יחיד/רבים וזמן בתוך ההשלמה,התלמיד מתאים את הפועל לנושא של הפתיח.,"הפתיח קובע את הנושא. Adults הוא רבים — לכן make ולא makes. אם העתקת מהטקסט משפט שהנושא שלו יחיד, אתה חייב להתאים.",GAP · 5 תיקונים,"""Adults who practice regularly makes good progress."" → make ⏐ ""Workers who complete a course is less likely to lose their jobs."" → are ⏐ ""The government give every worker 500 dollars."" → gives ⏐ ""Participants was 60% less likely to suffer."" → were ⏐ ""Teenagers who volunteer feels less stressed."" → feel",,4/5.,
4.c.11.5,11,השלמת משפט,L7 · דפוס P10 · טקסטים THE JOB REVOLUTION · THE WATER CRISIS,השלמה שמתאימה גם בתוכן וגם בדקדוק לפתיח שניתן.,לקצר בדיוק לחור,התלמיד לוקח מהטקסט רק את החלק הנדרש.,"אל תעתיק משפט שלם לתוך החור. הפתיח כבר מכיל חצי מהמידע — אם תעתיק הכול, תקבל כפילות: *""no app can replace no app can replace a real conversation""*.",WRITE · 4 פריטים · קיצור העתקה מלאה להשלמה מדויקת,,,3/4.,
4.c.11.6,11,השלמת משפט,L7 · דפוס P10 · טקסטים THE JOB REVOLUTION · THE WATER CRISIS,השלמה שמתאימה גם בתוכן וגם בדקדוק לפתיח שניתן.,שער סקשן 11,,,CHECK · 5 פריטים · טקסט WATER CRISIS,"T2: ""According to Dr. Layla Ahmed, what is the most effective solution?"" → *to invest in local water treatment systems rather than relying on international aid*",,80%.,
4.c.12.1,12,שתי תשובות נכונות,L8 · דפוס P11 · טקסט THE READING DEBATE,"בדיוק שתי תשובות, לכל אחת הוכחה נפרדת.",לזהות את הפורמט,התלמיד מבחין בין הוראת רב-ברירה להוראת שתי תשובות.,"PUT A √ BY THE TWO CORRECT ANSWERS הוא פורמט אחר לגמרי מ-Circle the number of the correct answer. הוא אף פעם לא אומר ""הקף מספר"". חצי מהטעויות בפורמט הזה הן פשוט אי-קריאה של ההוראה.","CLASSIFY · 6 הוראות אמיתיות · ""רב-ברירה"" מול ""שתי תשובות""",,,5/6.,"L8 · ""the √ format never has 'circle the number'"""
4.c.12.2,12,שתי תשובות נכונות,L8 · דפוס P11 · טקסט THE READING DEBATE,"בדיוק שתי תשובות, לכל אחת הוכחה נפרדת.","P11 — מצאת אחת, המשך לחפש",התלמיד ממשיך לבדוק אחרי שמצא תשובה נכונה אחת.,"הטעות כאן היא טעות של הרגל: מצאת תשובה נכונה, המוח אומר ""סיימתי"". בפורמט הזה תמיד יש שנייה, והיא שווה אותו מספר נקודות.",MCQ · 4 פריטים · הממשק חוסם הגשה עם סימון אחד,"i) She studied teenagers in five different countries ✓ — *""across five countries""* ⏐ ii) She found that reading on screens was less effective ✗ — הטקסט אומר את ההפך: *""reading on a screen was as effective as reading a printed book""* ⏐ iii) She examined 6,000 teenagers in her study ✓ — *""examined reading habits among 6,000 teenagers""* ⏐ iv) She argues that schools should change their reading curriculum ✗ — זה Professor Lee, לא Dr. Cohen",,3/4 עם שתי בחירות נכונות בכל פריט.,
4.c.12.3,12,שתי תשובות נכונות,L8 · דפוס P11 · טקסט THE READING DEBATE,"בדיוק שתי תשובות, לכל אחת הוכחה נפרדת.",הוכחה נפרדת לכל אחת,התלמיד מסמן שני משפטי הוכחה שונים.,שתי התשובות צריכות שני משפטים שונים. אם שתיהן נשענות על אותו משפט — כנראה אחת מהן שגויה.,MARK · 4 פריטים,,,3/4.,"L8 · ""finds two but does not check the evidence for both"""
4.c.12.4,12,שתי תשובות נכונות,L8 · דפוס P11 · טקסט THE READING DEBATE,"בדיוק שתי תשובות, לכל אחת הוכחה נפרדת.",שלוש היא טעות,התלמיד מסמן בדיוק שתיים.,"""יותר סימונים = יותר סיכוי"" לא עובד כאן. שלושה סימונים פוסלים את התשובה גם אם שתיים מהן נכונות.",MCQ · 3 פריטים · בדיקת ספירה לפני הגשה,,,3/3.,
4.c.12.5,12,שתי תשובות נכונות,L8 · דפוס P11 · טקסט THE READING DEBATE,"בדיוק שתי תשובות, לכל אחת הוכחה נפרדת.",שער סקשן 12,,,CHECK · 4 פריטים · טקסט READING DEBATE,"T2: ""What does Professor Sam Lee argue about reading in schools?"" → *a daily activity in all subjects, not only in language classes*",,80%.,
4.c.13.1,13,שאלות התייחסות,L9 · דפוס P7 · טקסטים THE EXERCISE MYTH · THE FOREST EXPERIMENT · THE MEMORY STUDY,"התלמיד יודע בוודאות למה מתייחס it / they / this, ומאמת בהצבה.",מילון ההפניה,זיהוי הכינויים והבחנה בין it ל-this.,it מפנה בדרך כלל לדבר. this מפנה בדרך כלל לרעיון או לממצא שהוזכר. they לרבים. ההבחנה הזו לבדה פותרת חלק מהשאלות עוד לפני החיפוש.,VOCAB · 6 מילים · it · they · this · these · them · refer to,,,5/6.,
4.c.13.2,13,שאלות התייחסות,L9 · דפוס P7 · טקסטים THE EXERCISE MYTH · THE FOREST EXPERIMENT · THE MEMORY STUDY,"התלמיד יודע בוודאות למה מתייחס it / they / this, ומאמת בהצבה.",P7 — משפט אחד אחורה,התלמיד קורא את המשפט שלפני הכינוי ומחפש בו שם עצם.,"אל תסרוק את הפסקה. התשובה כמעט תמיד בשם העצם האחרון של המשפט הקודם. זה כלל מכני — קרא משפט אחד אחורה, קח את שם העצם.",MARK · 5 פריטים,"""They found that stress levels fell by 35%"" → *""Scientists at Uppsala University in Sweden have been studying...""* → the scientists at Uppsala University ⏐ ""It requires people to process and rephrase the information"" → *""...people remember information better when they write it by hand""* → handwriting ⏐ ""They also reported feeling more energetic"" → *""The second group did seven minutes of intense exercise three times a day.""* → the groups of volunteers / participants ⏐ ""Once they are gone, they cannot easily be replaced"" → *""...says Dr. Amara Diallo""* על היערות → the forests ⏐ ""This finding challenges everything experts have said"" → *""short bursts of intense exercise can be just as effective as longer workouts""* → the finding that short exercise is as effective",,4/5.,L9 · L10 · I DO scripts
4.c.13.3,13,שאלות התייחסות,L9 · דפוס P7 · טקסטים THE EXERCISE MYTH · THE FOREST EXPERIMENT · THE MEMORY STUDY,"התלמיד יודע בוודאות למה מתייחס it / they / this, ומאמת בהצבה.",לא באותו משפט,התלמיד פוסל שם עצם שנמצא באותו משפט עם הכינוי.,"שם עצם שנמצא באותו משפט עם הכינוי הוא בדרך כלל לא התשובה — כי אם הוא היה שם, לא היה צורך בכינוי מלכתחילה. העין נמשכת למילה הקרובה; ההיגיון אומר להסתכל אחורה.",MCQ · 4 פריטים,,"""בחרת את המילה הקרובה ביותר לכינוי. בדוק אם היא באותו משפט — אם כן, כמעט תמיד זו לא התשובה.""",3/4.,"L9 · ""chooses a noun that is in the same sentence as the pronoun — usually wrong"""
4.c.13.4,13,שאלות התייחסות,L9 · דפוס P7 · טקסטים THE EXERCISE MYTH · THE FOREST EXPERIMENT · THE MEMORY STUDY,"התלמיד יודע בוודאות למה מתייחס it / they / this, ומאמת בהצבה.",מבחן ההצבה,התלמיד מציב את שם העצם במקום הכינוי ובודק היגיון.,"אחרי שבחרת — הצב. קרא את המשפט כשבמקום הכינוי נמצא שם העצם שבחרת. *""Handwriting requires people to process and rephrase the information.""* הגיוני. אם המשפט נשמע מוזר — טעית.",MCQ + WRITE · 4 פריטים · כתיבת המשפט המלא אחרי ההצבה,,,3/4.,"L9 · טעות מתועדת: ""does not do the substitution test — they guess"""
4.c.13.5,13,שאלות התייחסות,L9 · דפוס P7 · טקסטים THE EXERCISE MYTH · THE FOREST EXPERIMENT · THE MEMORY STUDY,"התלמיד יודע בוודאות למה מתייחס it / they / this, ומאמת בהצבה.",יחיד/רבים כמסנן מהיר,התלמיד פוסל אפשרויות לפי התאמת מספר.,They לא יכול להפנות לשם עצם ביחיד. It לא יכול להפנות לרבים. עשר שניות של בדיקה מספרית פוסלות לך שתי אפשרויות בלי לחשוב על התוכן.,MCQ · 5 פריטים,,,4/5.,
4.c.13.6,13,שאלות התייחסות,L9 · דפוס P7 · טקסטים THE EXERCISE MYTH · THE FOREST EXPERIMENT · THE MEMORY STUDY,"התלמיד יודע בוודאות למה מתייחס it / they / this, ומאמת בהצבה.",שער סקשן 13,,,CHECK · 5 פריטים · טקסט FOREST EXPERIMENT,"T1: *""They found that stress levels fell by an average of 35%""* → the scientists at Uppsala University ⏐ T2: ""According to Professor Anna Lindgren, what does she plan to do next?"" → *repeat the experiment with a group that walks in a city, not a forest*",,80%.,
4.c.14.1,14,שאלות הסקה,L10 · דפוס P13 · טקסטים THE EXERCISE MYTH · THE MEMORY STUDY,מסקנה שנשענת על שני נתונים מהטקסט — ולא על ידע חיצוני.,לזהות שאלת הסקה,התלמיד מבחין בין שאלת פרט לשאלת הסקה.,"infer, imply, suggest, we can understand — כשאחת מאלה מופיעה, אין בטקסט משפט אחד עם התשובה. אם תחפש אותו, תבזבז זמן ותתייאש. במקום זה — תחפש שני נתונים ותחבר.","CLASSIFY · 6 שאלות · ""פרט"" מול ""הסקה""",,,5/6.,"L10 · ""confuses inference with main idea — inference requires combining"""
4.c.14.2,14,שאלות הסקה,L10 · דפוס P13 · טקסטים THE EXERCISE MYTH · THE MEMORY STUDY,מסקנה שנשענת על שני נתונים מהטקסט — ולא על ידע חיצוני.,שני נתונים לפני מסקנה,התלמיד מסמן שתי פיסות מידע לפני שהוא בוחר.,"הכלל: אין מסקנה לפני שני סימונים. סמן את הנתון הראשון, סמן את השני, ורק אז הסתכל על האפשרויות. תלמיד שניגש לאפשרויות עם נתון אחד — בוחר את מה שנשמע הכי הגיוני, וזה בדיוק המסיח.",MARK · 4 פריטים,,,3/4 · חובה שני סימונים.,
4.c.14.3,14,שאלות הסקה,L10 · דפוס P13 · טקסטים THE EXERCISE MYTH · THE MEMORY STUDY,מסקנה שנשענת על שני נתונים מהטקסט — ולא על ידע חיצוני.,P13 — לחבר ולהסיק,התלמיד מנסח מסקנה שנובעת משני הנתונים גם יחד.,המסקנה חייבת לנבוע משני הנתונים. אם היא נובעת רק מאחד מהם — היא לא מספיקה. אם היא לא נובעת מאף אחד — היא מהראש שלך.,MCQ · 4 פריטים,"i) The pen is more comfortable than a keyboard ✗ — לא מוזכר ⏐ ii) The brain works harder when processing information by hand ✓ — *""handwriting requires people to process and rephrase the information, rather than simply copying it""* ⏐ iii) Writing is faster than typing ✗ — הטקסט אומר שכתיבה איטית דווקא פוגעת ⏐ iv) Students who handwrite study for longer ✗ — לא מוזכר",,3/4.,
4.c.14.4,14,שאלות הסקה,L10 · דפוס P13 · טקסטים THE EXERCISE MYTH · THE MEMORY STUDY,מסקנה שנשענת על שני נתונים מהטקסט — ולא על ידע חיצוני.,"""הגיוני"" אינו ""משתמע""",התלמיד פוסל מסקנה סבירה שאין לה בסיס בטקסט.,ההבדל בין הסקה לניחוש: הסקה יש לה עקבות בטקסט. אתה יכול להצביע על שני משפטים ולהראות איך הם מובילים למסקנה. ניחוש הוא מה שנשמע הכי הגיוני — והוא בדיוק מה שהמסיח בנוי עליו.,"CLASSIFY · 5 מסקנות · ""נובע מהטקסט"" מול ""מהידע שלי""",,"""המסקנה שלך סבירה לגמרי — אבל אין לה שני נתונים בטקסט. במודול C זה נחשב תשובה שגויה.""",4/5.,"L10 · ""brings in outside knowledge — 'but I know from real life that...'"""
4.c.14.5,14,שאלות הסקה,L10 · דפוס P13 · טקסטים THE EXERCISE MYTH · THE MEMORY STUDY,מסקנה שנשענת על שני נתונים מהטקסט — ולא על ידע חיצוני.,הסקה מול רעיון מרכזי,התלמיד מבחין בין שני סוגי השאלות.,"רעיון מרכזי נמצא במשפט אחד — בדרך כלל הראשון בפסקה. הסקה מחייבת חיבור של שני מקומות. אם אתה מוצא את התשובה במשפט אחד, זו לא הייתה שאלת הסקה.",CLASSIFY · 4 פריטים.,,,3/4.,
4.c.14.6,14,שאלות הסקה,L10 · דפוס P13 · טקסטים THE EXERCISE MYTH · THE MEMORY STUDY,מסקנה שנשענת על שני נתונים מהטקסט — ולא על ידע חיצוני.,שער סקשן 14,,,CHECK · TIMED · 4 פריטים · טקסט MEMORY STUDY + EXERCISE MYTH,,,80%.,
4.c.15.1,15,רעיון מרכזי,L11 · דפוס P12 · טקסטים THE LAST FORESTS · THE PLASTIC PROBLEM,התלמיד בוחר תשובה שמכסה את כל הפסקה — לא פרט ולא הכללה.,משפט הנושא,התלמיד מזהה את משפט הנושא ובודק אותו מול שאר הפסקה.,"ברוב הפסקאות במודול C, המשפט הראשון הוא הרעיון המרכזי. אבל אל תסתפק בזה — בדוק: האם כל שאר המשפטים בפסקה תומכים בו? אם כן, מצאת.",MARK · 5 פסקאות,,,4/5.,
4.c.15.2,15,רעיון מרכזי,L11 · דפוס P12 · טקסטים THE LAST FORESTS · THE PLASTIC PROBLEM,התלמיד בוחר תשובה שמכסה את כל הפסקה — לא פרט ולא הכללה.,מוקדם אינו מרכזי,התלמיד פוסל פרט שמופיע בתחילת הפסקה.,"""זה הופיע בשורה הראשונה"" אינו נימוק. פרט שמופיע מוקדם הוא עדיין פרט. השאלה היא לא איפה זה נמצא — אלא כמה מהפסקה זה מסביר.","CLASSIFY · 6 משפטים · ""רעיון מרכזי"" מול ""פרט""","""The worldwide loss of trees is a serious and growing problem"" → רעיון מרכזי ⏐ ""Dr. Amara Diallo works for Global Forest Watch"" → פרט ⏐ ""Forests covered 50% of the earth's surface 100 years ago"" → פרט ⏐ ""Trees cannot easily be replaced once destroyed"" → פרט ⏐ ""The world loses 15 billion trees every year"" → פרט תומך ⏐ ""Scientists are deeply worried"" → פרט תומך",,5/6.,"L11 · טעות מתועדת: ""picks a detail mentioned early — 'early' does not mean 'main'"""
4.c.15.3,15,רעיון מרכזי,L11 · דפוס P12 · טקסטים THE LAST FORESTS · THE PLASTIC PROBLEM,התלמיד בוחר תשובה שמכסה את כל הפסקה — לא פרט ולא הכללה.,מבחן הכיסוי,התלמיד בודק לכל אפשרות כמה מהפסקה היא מסבירה.,"לכל אפשרות שאל: כמה מהפסקה היא מכסה? תשובה שמסבירה משפט אחד — פרט. תשובה שמסבירה את כל המשפטים — רעיון מרכזי. זה מבחן מכני, לא תחושה.",MCQ · 4 פריטים,i) The worldwide loss of trees is a serious and growing problem ✓ — מכסה את כל הפסקה ⏐ ii) Dr. Amara Diallo works for an organisation called Global Forest Watch ✗ — מכסה משפט אחד ⏐ iii) Forests covered 50% of the earth's surface 100 years ago ✗ — מספר אחד ⏐ iv) Trees cannot easily be replaced once they are destroyed ✗ — תוצאה אחת,,3/4.,
4.c.15.4,15,רעיון מרכזי,L11 · דפוס P12 · טקסטים THE LAST FORESTS · THE PLASTIC PROBLEM,התלמיד בוחר תשובה שמכסה את כל הפסקה — לא פרט ולא הכללה.,רחב מדי נפסל גם הוא,התלמיד פוסל אפשרות כללית מדי.,"""הטקסט עוסק בסביבה"" אינו רעיון מרכזי — זה נושא. רעיון מרכזי אומר מה נטען על הנושא. הבוחן שם תמיד אפשרות רחבה מדי, כי היא מרגישה בטוחה.",MCQ · 4 פריטים,,,3/4.,"L11 · ""picks a very general option — too broad to be a main idea"""
4.c.15.5,15,רעיון מרכזי,L11 · דפוס P12 · טקסטים THE LAST FORESTS · THE PLASTIC PROBLEM,התלמיד בוחר תשובה שמכסה את כל הפסקה — לא פרט ולא הכללה.,כותרת בארבע מילים,התלמיד מנסח בעצמו רעיון מרכזי.,"אם אתה יכול לתת לפסקה כותרת של עד ארבע מילים, הבנת את הרעיון המרכזי שלה. אם הכותרת שלך מתארת רק חצי מהפסקה — לא הבנת.",WRITE · 3 פסקאות · כותרת עד 4 מילים,,,2/3.,
4.c.15.6,15,רעיון מרכזי,L11 · דפוס P12 · טקסטים THE LAST FORESTS · THE PLASTIC PROBLEM,התלמיד בוחר תשובה שמכסה את כל הפסקה — לא פרט ולא הכללה.,שער סקשן 15,,,CHECK · 5 פריטים · טקסט PLASTIC PROBLEM,T1 → ii) Plastic pollution in the oceans is a serious and growing problem that requires urgent action,,80%.,
4.c.16.1,16,עמדת הכותב,L12 · טקסטים THE LAST FORESTS · THE CLEAN ENERGY TRANSITION,התלמיד מזהה טון ומוכיח אותו במילה מהטקסט.,מילות עמדה,זיהוי שש מילות העמדה הנפוצות.,"הכותב לא כותב ""אני מודאג"". הוא כותב unfortunately, deeply worried, critical, alarming — ואלה המילים שמסגירות את עמדתו. בשאלת טון, המילים האלה הן ה-Eye Catchers שלך.",VOCAB · 6 מילים,unfortunately → למרבה הצער → הכותב עצוב או מודאג ⏐ fortunately → למרבה המזל → הכותב מקווה או מוקל ⏐ concerned → מודאג → דאגה ממצב רציני ⏐ cautiously → בזהירות → מקווה אך לא בטוח ⏐ alarming → מדאיג מאוד → דאגה חריפה ⏐ surprisingly → באופן מפתיע → הממצא נגד הציפייה,,5/6.,
4.c.16.2,16,עמדת הכותב,L12 · טקסטים THE LAST FORESTS · THE CLEAN ENERGY TRANSITION,התלמיד מזהה טון ומוכיח אותו במילה מהטקסט.,מילות עמדה הן ה-Eye Catchers כאן,"בשאלת טון התלמיד סורק תארים ותוארי פועל, לא עובדות.","בשאלת טון, המספרים והשמות לא יעזרו לך. סרוק את התארים ותוארי הפועל: deeply worried, critical, fortunately, not fast enough. שם נמצאת התשובה.",MARK · 6 פריטים,LAST FORESTS פסקה I → deeply worried · critical · cannot easily be replaced ⏐ LAST FORESTS פסקה III → there are reasons to be hopeful · it is possible · difficult choices ⏐ CLEAN ENERGY → Fortunately · not happening fast enough · need to triple,,90%.,"L12 · טעות מתועדת: ""cannot find attitude words because they are not highlighted"""
4.c.16.3,16,עמדת הכותב,L12 · טקסטים THE LAST FORESTS · THE CLEAN ENERGY TRANSITION,התלמיד מזהה טון ומוכיח אותו במילה מהטקסט.,ארבעת הטונים,סיווג משפט לאחד מארבעה טונים.,ארבע אפשרויות בלבד: מודאג · אופטימי · ביקורתי · ניטרלי. ביקורתי פירושו שהכותב מאשים או דורש שינוי. ניטרלי פירושו שאין לו עמדה בכלל.,CLASSIFY · 8 משפטים,"""Unfortunately, the situation is getting worse."" → מודאג ⏐ ""Fortunately, some countries are acting."" → אופטימי ⏐ ""Scientists are deeply worried."" → מודאג ⏐ ""The government has failed to act for a decade."" → ביקורתי ⏐ ""The study examined 3,000 students over four years."" → ניטרלי ⏐ ""There are reasons to be hopeful."" → אופטימי ⏐ ""The only question is whether governments have the political will."" → ביקורתי ⏐ ""Forests cover less than 30% of the earth's surface today."" → ניטרלי",,6/8.,
4.c.16.4,16,עמדת הכותב,L12 · טקסטים THE LAST FORESTS · THE CLEAN ENERGY TRANSITION,התלמיד מזהה טון ומוכיח אותו במילה מהטקסט.,ניטרלי אינו מאוזן,התלמיד מבחין בין היעדר עמדה לבין הצגת שני צדדים.,"טקסט שמציג שני מומחים חלוקים אינו ""ניטרלי"" — הוא מציג מחלוקת, ולכותב עדיין יכולה להיות עמדה. ניטרלי פירושו שאין שום מילה שמסגירה רגש: רק עובדות, מספרים ודיווח.",MCQ · 4 פריטים,,"""יש כאן שני צדדים — אבל זה לא הופך את הכותב לניטרלי. חפש מילות רגש: אם יש, יש עמדה.""",3/4.,"L12 · טעות מתועדת: ""confuses neutral with balanced"""
4.c.16.5,16,עמדת הכותב,L12 · טקסטים THE LAST FORESTS · THE CLEAN ENERGY TRANSITION,התלמיד מזהה טון ומוכיח אותו במילה מהטקסט.,לא לחזק את הטון,התלמיד בוחר את עוצמת הטון המדויקת.,cautiously optimistic אינו optimistic. concerned אינו angry. הבוחן שם תמיד אפשרות שהיא הטון הנכון בעוצמה מוגזמת — והיא שגויה.,MCQ · 4 פריטים,"i) Pessimistic — clean energy will never be affordable ✗ — סותר את *""cost has fallen by more than 80%""* ⏐ ii) Fully optimistic — climate change has been solved ✗ — חזק מדי; הטקסט מזהיר במפורש ⏐ iii) Cautiously hopeful but concerned about the speed of change ✓ — Fortunately + not happening fast enough ⏐ iv) Neutral — reporting facts without any personal view ✗ — יש Fortunately ויש אזהרה",,3/4.,"L12 · טעות מתועדת: ""picks optimistic when the text is cautiously hopeful"""
4.c.16.6,16,עמדת הכותב,L12 · טקסטים THE LAST FORESTS · THE CLEAN ENERGY TRANSITION,התלמיד מזהה טון ומוכיח אותו במילה מהטקסט.,"הכותב, לא אני",התלמיד מפריד בין דעתו לבין עמדת הכותב.,"השאלה אינה מה אתה חושב על יערות. השאלה היא מה הכותב חושב, ואיזו מילה שלו מוכיחה את זה.",MCQ · 4 פריטים · שתי אפשרויות בכל פריט: דעת הקורא מול עמדת הכותב,,,3/4.,"L12 · ""writes their own opinion about the topic instead of the author's"""
4.c.16.7,16,עמדת הכותב,L12 · טקסטים THE LAST FORESTS · THE CLEAN ENERGY TRANSITION,התלמיד מזהה טון ומוכיח אותו במילה מהטקסט.,שער סקשן 16,,,CHECK · 5 פריטים · LAST FORESTS,"Q: ""What is the author's attitude in paragraph I towards the loss of forests?"" → iii) Concerned and alarmed · הוכחה: *""scientists are deeply worried""* + *""the situation is critical""*",,80% · לכל תשובה נדרשת מילת הוכחה מסומנת.,
4.c.17.1,17,בנק מילים · חברה וקהילה,L13 · Circles 1–3,20 מילים שהתלמיד גם מזהה בקריאה וגם מייצר בכתיבה.,קהילה והתנדבות — 10 מילים,,,VOCAB · 10 מילים · שני סבבים,"community → קהילה → ""The local community volunteered."" ⏐ volunteer → מתנדב / להתנדב → ""She volunteers twice a week."" ⏐ responsible → אחראי → ""Students became more responsible."" ⏐ programme → תוכנית → ""The training programme lasted two years."" ⏐ opportunity → הזדמנות → ""Volunteering is a great opportunity."" ⏐ provide → מספק → ""The programme provides free classes."" ⏐ benefit → יתרון / להפיק תועלת → ""The benefits go beyond happiness."" ⏐ protect → מגן → ""Laws protect the forests."" ⏐ increase → עלה / גדל → ""The number of trees increased."" ⏐ resident → תושב → ""85% of residents said...""",,8/10.,
4.c.17.2,17,בנק מילים · חברה וקהילה,L13 · Circles 1–3,20 מילים שהתלמיד גם מזהה בקריאה וגם מייצר בכתיבה.,חינוך ובריאות — 10 מילים,,,VOCAB · 10 מילים,"improve → לשפר → ""Students improved their results."" ⏐ effective → יעיל → ""The most effective programmes..."" ⏐ successful → מוצלח → ""Students became more successful."" ⏐ focused → ממוקד → ""Students became more focused in class."" ⏐ stress → לחץ → ""Stress levels fell by 40%."" ⏐ result → תוצאה → ""The results showed that..."" ⏐ require → דורש → ""The task requires concentration."" ⏐ quality → איכות → ""The quality of sleep matters."" ⏐ cause → גורם / סיבה → ""Noise causes stress."" ⏐ introduce → הכניס / הציג → ""Schools introduced new programmes.""",,8/10.,
4.c.17.3,17,בנק מילים · חברה וקהילה,L13 · Circles 1–3,20 מילים שהתלמיד גם מזהה בקריאה וגם מייצר בכתיבה.,Notice — זיהוי בהקשר,"התלמיד מזהה את המילה בתוך טקסט רץ, לא ברשימה.",מילה שלמדת ברשימה נשכחת. מילה שראית בתוך משפט נשארת. עכשיו תמצא את המילים של היום בתוך טקסט שכבר קראת.,GAP · 8 פריטים · השלמה מבנק מילים,"""The local ___ volunteered."" → community ⏐ ""The programme ___ free fitness classes."" → provides ⏐ ""Students became more ___ in class."" → focused ⏐ ""The ___ of sleep matters more than the quantity."" → quality ⏐ ""Laws ___ the forests."" → protect ⏐ ""The most ___ programmes bring people face to face."" → effective ⏐ ""___ levels fell by 40%."" → Stress ⏐ ""The number of trees ___ by 40%."" → increased",,6/8.,
4.c.17.4,17,בנק מילים · חברה וקהילה,L13 · Circles 1–3,20 מילים שהתלמיד גם מזהה בקריאה וגם מייצר בכתיבה.,community אינו country,התלמיד מבחין בין מילים קרובות בסקאלה.,"community היא קבוצת אנשים במקום מקומי — שכונה, בית ספר, עיר קטנה. לא מדינה, לא כיתה. community centre = מרכז קהילתי.",MCQ · 4 פריטים,,,3/4.,L13 · טעות מתועדת
4.c.17.5,17,בנק מילים · חברה וקהילה,L13 · Circles 1–3,20 מילים שהתלמיד גם מזהה בקריאה וגם מייצר בכתיבה.,volunteer — שם עצם וגם פועל,התלמיד משתמש במילה בשני התפקידים.,"a volunteer = אדם. to volunteer = הפעולה. שתי הצורות זהות באנגלית, ולכן צריך לשים לב למה שסביבן: She volunteers twice a week (פועל) מול 300 volunteers worked there (שם עצם).",GAP · 5 פריטים,"""She ___ twice a week."" → volunteers — פועל ⏐ ""More than 300 ___ joined the project."" → volunteers — שם עצם ⏐ ""Many teenagers want to ___ in their community."" → volunteer — פועל ⏐ ""He is a ___ at the local centre."" → volunteer — שם עצם ⏐ ""Students who ___ feel less stressed."" → volunteer — פועל",,4/5.,L13 · טעות מתועדת
4.c.17.6,17,בנק מילים · חברה וקהילה,L13 · Circles 1–3,20 מילים שהתלמיד גם מזהה בקריאה וגם מייצר בכתיבה.,benefit — שם עצם מול צירוף,התלמיד כותב benefit from ולא benefit of.,a benefit = יתרון (שם עצם). to benefit from = להפיק תועלת מ־. הצירוף benefit of הוא השגיאה הנפוצה ביותר עם המילה הזו בכתיבה.,GAP · 5 פריטים,"""Workers benefit ___ the programme."" → from ⏐ ""The ___ of volunteering go beyond happiness."" → benefits ⏐ ""I benefit ___ playing sport."" → from ⏐ ""One ___ of volunteering is new skills."" → benefit ⏐ ""Students ___ from real-life experience."" → benefit",,4/5.,L13 · L14 · טעות מתועדת פעמיים
4.c.17.7,17,בנק מילים · חברה וקהילה,L13 · Circles 1–3,20 מילים שהתלמיד גם מזהה בקריאה וגם מייצר בכתיבה.,Use — משפט משלי,"התלמיד מייצר משפט תקין עם המילה, בנושא שלו.",זיהוי אינו ייצור. אתה יכול לזהות opportunity בטקסט ועדיין לא להצליח לכתוב איתה משפט. עכשיו כותבים.,WRITE · 3 משפטים · rubric: (1) המילה בשימוש נכון (2) נושא + פועל (3) לא העתקה מהטקסט,,,3/3 קריטריונים בשני משפטים מתוך שלושה.,"L13 · ""memorizes translation but cannot use the word in a sentence"""
4.c.17.8,17,בנק מילים · חברה וקהילה,L13 · Circles 1–3,20 מילים שהתלמיד גם מזהה בקריאה וגם מייצר בכתיבה.,שער אוצר מילים 1,,,CHECK · TIMED · 15 מילים · כתיבת העברית מהזיכרון,,,12/15.,
4.c.18.1,18,"בנק מילים · טכנולוגיה, סביבה ו-collocations",L14 · Circles 2–3,20 מילים + ארבעה צירופים שהופכים כתיבה לטבעית.,טכנולוגיה — 10 מילים,,,VOCAB · 10 מילים,"research → מחקר → בלתי ספיר — אין a research ⏐ technology → טכנולוגיה → בלתי ספיר ⏐ develop → לפתח → ""Companies develop new technologies."" ⏐ replace → להחליף → ""No app can replace a real conversation."" ⏐ access → גישה → ""access to clean water"" ⏐ device → מכשיר ⏐ suggest → מציע / מצביע על → ""The study suggests that..."" — לא ודאות מלאה ⏐ produce → מייצר → ""Not all types produce the same results."" ⏐ claim → טוען → אמירה שלא בהכרח הוכחה ⏐ limitation → מגבלה → ""The study has serious limitations.""",,8/10.,
4.c.18.2,18,"בנק מילים · טכנולוגיה, סביבה ו-collocations",L14 · Circles 2–3,20 מילים + ארבעה צירופים שהופכים כתיבה לטבעית.,סביבה — 10 מילים,,,VOCAB · 10 מילים,"environment → סביבה → environmental = תואר ⏐ prevent → למנוע → ""Exercise prevents health problems."" ⏐ destroy / destruction → להרוס / הרס ⏐ severe → חמור → ""more severe droughts"" ⏐ warn → מזהיר → ""Dr. Diallo warns about the forests."" ⏐ individual → יחיד / אישי → ""Every individual can make a difference."" ⏐ cause → לגרום / סיבה → פועל וגם שם עצם ⏐ maintain → לשמור על → ""cannot maintain this routine"" ⏐ challenge → אתגר / לאתגר → ""This challenges what experts believed."" ⏐ similar → דומה → ""The results were similar.""",,8/10.,
